address_id,user_id,address_text,is_default
465,343,"747 Dương Hẻm, Thị xã JohnHuyện, 400548",0
466,344,"58 Đặng Ngõ, JaneHuyện, 815711",1
467,345,"3 John Ngõ, JaneQuận, 697828",1
468,346,"671 Dương Dãy, JohnThành phố, 289030",1
469,347,"36 Trần Tổ, JaneQuận, 836405",1
470,347,"70 Jane Hẻm, Huyện JohnXã, 911813",0
471,347,"73 John Đường, JaneHuyện, 766566",0
472,348,"461 Dương Số, Huyện JohnThành phố, 196931",1
473,349,"42 Jane Số, JaneXã, 822291",1
474,349,"96 John Ngõ, Huyện JaneThành phố, 257817",0
475,350,"51 Vũ Đường, JohnPhường, 571155",1
476,351,"336 Jane Làng, JohnQuận, 812641",1
477,352,"50 Vũ Ngõ, JaneThị xã, 530321",1
478,352,"5 John Dãy, JaneQuận, 679604",0
479,352,"46 Hoàng Ngõ, Thành phố JohnPhường, 117224",0
480,353,"798 Jane Đường, JaneQuận, 333705",1
481,354,"371 Dương Số, JohnHuyện, 920192",1
482,355,"44 Phạm Đường, JohnThành phố, 127521",1
483,356,"9 Đặng Hẻm, JohnXã, 510373",1
484,357,"962 Lê Số, JohnThị xã, 342189",1
485,358,"1 Vũ Hẻm, JohnThành phố, 197795",1
486,359,"9 John Ngõ, JohnPhường, 869832",1
487,360,"5 John Làng, JohnXã, 981282",1
488,361,"04 John Đường, Thành phố JaneXã, 228643",1
489,362,"21 Jane Tổ, Thị xã JohnThị xã, 934080",1
490,363,"13 Bùi Tổ, JohnQuận, 413267",1
491,364,"9 John Tổ, JaneXã, 729138",1
492,365,"4 John Đường, Quận JohnHuyện, 220364",1
493,365,"23 John Khu, JaneQuận, 196437",0
494,366,"76 Phạm Khu, Quận JaneThị xã, 207892",1
495,366,"376 Bùi Khu, JohnXã, 501652",0
496,367,"17 John Khu, JaneXã, 966843",1
497,368,"01 Jane Số, Huyện JohnThành phố, 325636",1
498,369,"510 Nguyễn Tổ, Thị xã JaneQuận, 688922",1
499,370,"3 John Khu, Thị xã JaneHuyện, 952905",1
500,371,"770 Bùi Ngõ, Thị xã JohnXã, 442753",1
501,372,"0 Nguyễn Đường, JaneQuận, 982526",1
502,373,"Thành phố JanePhường, 716 Vũ Tổ, 890303",1
503,374,"5 Hoàng Đường, JanePhường, 576663",1
504,375,"91 John Đường, Quận JohnHuyện, 820999",1
505,376,"135 John Khu, Thành phố JohnHuyện, 178687",1
506,377,"22 Trần Hẻm, JohnXã, 991450",1
507,377,"JanePhường, 8 Jane Dãy, 394169",0
508,378,"144 Jane Làng, Thành phố JohnThị xã, 163194",1
509,378,"63 Trần Tổ, Huyện JanePhường, 576076",0
510,379,"356 Hoàng Làng, JohnThành phố, 391334",1
511,380,"1 Jane Ngõ, Quận JohnThị xã, 296114",1
512,381,"8 Đặng Khu, Thành phố JaneThị xã, 322367",1
513,381,"5 Jane Khu, JohnThành phố, 780129",0
514,382,"436 Jane Dãy, JohnPhường, 152294",1
515,382,"100 Phạm Ngõ, Huyện JohnXã, 833491",0
516,383,"13 Dương Làng, Quận JanePhường, 401982",1
517,384,"0 John Dãy, JohnQuận, 430419",1
518,385,"572 Jane Số, JohnQuận, 376648",1
519,386,"0 Dương Đường, JohnThị xã, 214699",1
520,387,"4 John Hẻm, Thành phố JanePhường, 451983",1
521,387,"4 Vũ Tổ, JohnHuyện, 415761",0
522,388,"480 Jane Làng, Huyện JaneThành phố, 356238",1
523,389,"31 Jane Ngõ, JaneXã, 283450",1
524,390,"69 Vũ Khu, Thành phố JaneXã, 228934",1
525,390,"5 Trần Đường, JohnThị xã, 813999",0
526,390,"8 Jane Dãy, JohnHuyện, 116349",0
527,391,"91 Jane Khu, Thị xã JanePhường, 974627",1
528,392,"548 John Khu, Quận JaneXã, 184638",1
529,393,"53 Bùi Số, Huyện JaneXã, 425830",1
530,394,"5 John Khu, Thị xã JohnHuyện, 419811",1
531,394,"2 Bùi Ngõ, Thị xã JaneXã, 818445",0
532,394,"67 Bùi Dãy, Thành phố JaneThành phố, 892572",0
533,395,"985 Jane Đường, JohnThị xã, 802629",1
534,396,"104 Jane Ngõ, JanePhường, 447401",1
535,397,"9 John Hẻm, JohnQuận, 808502",1
536,397,"40 Hoàng Làng, Thành phố JohnQuận, 733120",0
537,398,"317 Jane Số, Thành phố JaneThị xã, 607216",1
538,399,"Huyện JanePhường, 20 John Làng, 279071",1
539,399,"74 Trần Dãy, JaneThị xã, 504562",0
540,400,"66 John Khu, JohnXã, 508346",1
541,400,"970 Lê Dãy, JaneThành phố, 266004",0
542,401,"86 John Hẻm, JaneThị xã, 849923",1
543,402,"46 Jane Số, JohnXã, 842916",1
544,403,"599 Hoàng Số, Thành phố JohnPhường, 266911",1
545,404,"75 John Ngõ, Thị xã JaneThành phố, 164934",1
546,404,"175 John Tổ, Thị xã JaneQuận, 768357",0
547,404,"477 Phạm Làng, Thị xã JohnThành phố, 710384",0
548,405,"020 Bùi Ngõ, JohnPhường, 865436",1
549,406,"397 Đặng Hẻm, Thị xã JanePhường, 494388",1
550,407,"841 Jane Làng, Huyện JohnQuận, 961224",1
551,408,"51 Jane Ngõ, Huyện JaneXã, 159399",1
552,409,"7 Nguyễn Đường, JaneHuyện, 310251",1
553,410,"385 John Dãy, Thành phố JaneThành phố, 536459",1
554,411,"7 Jane Đường, Thành phố JaneXã, 336186",1
555,411,"43 John Đường, Thị xã JohnXã, 605595",0
556,412,"2 Bùi Hẻm, Thị xã JohnXã, 485570",1
557,413,"03 John Đường, Thị xã JohnThành phố, 854793",1
558,414,"027 Jane Đường, JaneXã, 787036",1
559,415,"967 John Ngõ, JohnThị xã, 839513",1
560,416,"745 Phạm Khu, JohnThành phố, 463473",1
561,416,"13 John Khu, Thành phố JanePhường, 956036",0
562,416,"771 Jane Đường, JaneXã, 502838",0
563,417,"496 Nguyễn Số, JaneThành phố, 335351",1
564,418,"6 Jane Đường, JohnXã, 891127",1
565,419,"3 Jane Số, JohnThành phố, 680170",1
566,419,"7 Hoàng Khu, Thị xã JanePhường, 349799",0
567,420,"41 Jane Tổ, JohnXã, 387592",1
568,421,"9 John Khu, JaneQuận, 565367",1
569,422,"705 Mai Làng, JohnXã, 183410",1
570,422,"724 Vũ Dãy, Quận JohnQuận, 747966",0
571,422,"028 Hoàng Tổ, Quận JohnPhường, 371638",0
572,423,"Huyện JohnXã, 11 Trần Ngõ, 348490",1
573,423,"6 Jane Khu, Thành phố JaneXã, 926450",0
574,424,"5 Vũ Đường, Huyện JohnHuyện, 257352",1
575,424,"935 Phạm Số, Quận JanePhường, 182255",0
576,424,"8 Mai Ngõ, Thị xã JaneHuyện, 382258",0
577,425,"535 Jane Tổ, Quận JanePhường, 529838",1
578,426,"8 Jane Dãy, Thị xã JaneQuận, 696998",1
579,427,"3 Hoàng Hẻm, JaneHuyện, 429089",1
580,428,"82 Phạm Hẻm, JohnQuận, 226656",1
581,428,"1 John Số, Quận JohnQuận, 639908",0
582,429,"52 Mai Làng, JohnHuyện, 964776",1
583,430,"0 Jane Dãy, JanePhường, 975356",1
584,431,"2 John Hẻm, Huyện JaneThị xã, 436002",1
585,432,"347 Nguyễn Số, JaneThị xã, 434053",1
586,433,"368 Hoàng Tổ, Huyện JaneQuận, 224309",1
587,433,"32 Vũ Ngõ, Huyện JohnThành phố, 316890",0
588,433,"908 John Dãy, Huyện JohnHuyện, 698910",0
589,434,"2 Vũ Ngõ, Thị xã JaneThị xã, 375834",1
590,434,"15 John Ngõ, JohnXã, 451626",0
591,435,"5 Jane Ngõ, JohnXã, 793245",1
592,436,"0 John Số, Quận JaneThị xã, 258789",1
593,436,"7 Lê Làng, Quận JohnThị xã, 170528",0
594,437,"2 Jane Khu, JohnPhường, 465642",1
595,438,"34 Dương Số, JaneHuyện, 201222",1
596,439,"75 Jane Ngõ, Thị xã JanePhường, 219051",1
597,439,"2 Dương Số, Thành phố JaneHuyện, 632139",0
598,440,"854 Bùi Số, JaneThị xã, 373363",1
599,441,"35 Jane Dãy, JohnXã, 274624",1
600,442,"9 Lê Đường, Thị xã JohnPhường, 449477",1
601,442,"0 Jane Làng, Thị xã JohnHuyện, 940208",0
602,442,"63 John Đường, Thành phố JaneThị xã, 144339",0
603,443,"330 Trần Số, JohnPhường, 383114",1
604,444,"860 John Ngõ, JohnXã, 427354",1
605,445,"0 Vũ Dãy, Thành phố JanePhường, 704190",1
606,446,"13 Mai Khu, JanePhường, 659104",1
607,447,"765 Jane Làng, Thị xã JohnThị xã, 487786",1
608,448,"4 Lê Ngõ, Quận JohnThị xã, 722234",1
609,448,"97 John Dãy, JaneHuyện, 876482",0
610,448,"599 Nguyễn Khu, Thị xã JaneHuyện, 783680",0
611,449,"7 John Số, Thị xã JohnThành phố, 269966",1
612,449,"371 Jane Dãy, Thị xã JohnPhường, 673660",0
613,450,"16 Vũ Tổ, JohnQuận, 404293",1
614,451,"5 Dương Dãy, Huyện JohnQuận, 649850",1
615,452,"562 Jane Ngõ, Huyện JohnQuận, 827759",1
616,452,"10 Hoàng Hẻm, Huyện JohnHuyện, 759367",0
617,453,"46 Đặng Số, JohnThành phố, 721427",1
618,454,"24 John Số, JanePhường, 745804",1
619,454,"203 John Hẻm, Quận JaneThành phố, 439044",0
620,455,"876 Đặng Khu, Quận JaneThị xã, 911513",1
621,456,"48 Mai Ngõ, Quận JanePhường, 249824",1
622,457,"41 Đặng Hẻm, Huyện JanePhường, 462798",1
623,458,"8 Jane Tổ, Thành phố JohnThị xã, 478526",1
624,459,"4 Trần Tổ, JohnXã, 386290",1
625,460,"7 Nguyễn Khu, JohnXã, 963319",1
626,461,"7 Lê Dãy, Thành phố JaneThành phố, 742693",1
627,461,"2 John Số, Thành phố JanePhường, 845108",0
628,462,"4 John Tổ, JohnXã, 857213",1
629,462,"6 Nguyễn Ngõ, Quận JaneThành phố, 280968",0
630,463,"3 Lê Đường, JaneXã, 467719",1
631,464,"1 Trần Ngõ, Quận JohnQuận, 432924",1
632,465,"035 Trần Làng, JohnPhường, 892547",1
633,466,"642 Lê Tổ, JohnQuận, 386050",1
634,467,"47 Trần Dãy, JaneHuyện, 909889",1
635,468,"2 Jane Hẻm, Thị xã JanePhường, 950299",1
636,468,"588 Trần Làng, JohnThị xã, 373516",0
637,468,"2 Lê Dãy, JaneXã, 496267",0
638,469,"15 John Số, JaneHuyện, 779352",1
639,470,"42 Mai Hẻm, Thị xã JaneXã, 703943",1
640,471,"34 Hoàng Tổ, JaneHuyện, 142078",1
641,472,"Thành phố JaneThị xã, 6 John Hẻm, 415183",1
642,473,"2 Jane Đường, Huyện JohnHuyện, 580995",1
643,474,"232 Vũ Ngõ, Quận JohnThị xã, 194546",1
644,474,"8 Nguyễn Dãy, Huyện JohnThị xã, 676537",0
645,475,"67 John Số, Huyện JohnThị xã, 910822",1
646,476,"6 Mai Ngõ, JanePhường, 876396",1
647,477,"Quận JohnQuận, 58 Jane Ngõ, 776936",1
648,478,"034 Trần Tổ, JohnThị xã, 258070",1
649,479,"7 Jane Số, Quận JanePhường, 642479",1
650,480,"516 John Tổ, Thị xã JaneThành phố, 609754",1
651,481,"04 Vũ Ngõ, JaneThị xã, 846610",1
652,481,"268 Trần Hẻm, Huyện JaneQuận, 639907",0
653,482,"07 Nguyễn Ngõ, JaneHuyện, 152505",1
654,483,"65 Nguyễn Khu, Huyện JaneThị xã, 118369",1
655,484,"0 Jane Đường, JohnQuận, 188129",1
656,485,"2 Bùi Khu, JanePhường, 747224",1
657,485,"155 John Ngõ, JohnHuyện, 767671",0
658,486,"02 Trần Số, Quận JaneHuyện, 745483",1
659,487,"0 Hoàng Dãy, Thị xã JanePhường, 822325",1
660,488,"0 Lê Khu, JohnThị xã, 317198",1
661,488,"2 Vũ Dãy, JohnQuận, 335745",0
662,488,"194 Hoàng Số, JaneThị xã, 684745",0
663,489,"57 Jane Dãy, Quận JaneHuyện, 522511",1
664,489,"7 Trần Làng, JaneHuyện, 887331",0
665,490,"299 Jane Số, JohnHuyện, 683469",1
666,491,"82 Hoàng Ngõ, Thị xã JohnQuận, 216006",1
667,492,"686 Phạm Số, JaneHuyện, 760891",1
668,493,"8 Phạm Số, JaneHuyện, 966268",1
669,493,"640 Dương Hẻm, Thị xã JaneThị xã, 530224",0
670,494,"3 John Số, Huyện JohnQuận, 696960",1
671,495,"09 Mai Làng, Thị xã JanePhường, 350940",1
672,496,"24 John Làng, JaneQuận, 816881",1
673,497,"781 Lê Làng, JohnThành phố, 884972",1
674,498,"7 Trần Số, JohnPhường, 914320",1
675,499,"70 Bùi Đường, JanePhường, 636409",1
676,500,"11 Jane Ngõ, Huyện JanePhường, 456342",1
